Word,Conc.M,Conc.SD
绝技,3.0,0.953463
快感,2.409091,1.05375
快攻,2.631579,1.011628
累赘,2.608696,0.988071
棱角,3.391304,1.117592
礼仪,3.086957,1.040675
路人,3.73913,1.053884
貌似,2.173913,0.716822
萌芽,2.782609,0.951388
谜语,3.652174,1.300654
民房,4.304348,1.063219
民女,3.652174,0.884652
鸟笼,4.272727,0.882735
排挤,2.391304,0.838783
派系,2.478261,1.122884
频道,3.181818,1.435481
屏幕,4.086957,1.164359
扑面,2.590909,0.959121
期待,2.304348,1.019571
侵犯,2.782609,1.126399
顷刻,2.565217,1.03687
屈膝,3.5,1.185227
认命,2.347826,1.027295
容许,2.608696,1.076152
弱点,3.130435,1.289973
善忘,2.695652,0.822125
涉嫌,2.434783,1.160959
生动,2.173913,0.936734
使女,3.263158,1.284182
首次,3.863636,1.166821
搜查,3.217391,1.241572
随时,2.565217,1.03687
吞咽,4.090909,0.75018
外伤,3.956522,1.065076
万恶,2.090909,0.867898
侮辱,2.565217,1.121123
虾酱,4.391304,0.583027
现在,3.652174,0.982052
消防,4.0,0.797724
心寒,2.0,0.904534
削弱,2.695652,0.97397
咽喉,4.478261,0.593109
眼球,4.6521740000000005,0.775107
养子,4.272727,0.827032
义肢,4.136364,1.125271
忆起,2.227273,0.869144
抑止,2.272727,0.984732
粘液,3.863636,1.037187
张力,2.304348,1.105144
昭雪,2.772727,0.81251
哲学,2.130435,1.455533
真理,2.130435,1.324742
旨意,2.434783,1.160959
质感,2.478261,0.897956
中肯,2.565217,0.727767
重新,2.818182,1.006473
重要,2.73913,1.136877
主力,3.0,0.904534
砖墙,4.26087,1.17618
壮大,2.782609,0.951388
嘴唇,4.695652,0.702902
安分,2.73913,1.009833
暗淡,2.636364,0.953463
疤痕,4.086957,1.040675
班机,4.272727,0.984732
半路,2.636364,0.657952
暴躁,2.545455,0.9625
标准,2.681818,1.249242
表示,2.565217,0.843482
别针,4.5454550000000005,0.670982
捕食,3.695652,0.926125
残疾,3.913043,0.668312
超级,2.043478,0.877924
撤兵,3.478261,1.038774
创口,3.954545,0.843873
创世,1.842105,0.83421
锤子,4.6521740000000005,0.647281
粗鄙,2.363636,0.902138
粗略,2.478261,0.947224
翠绿,3.782609,0.671262
担心,2.478261,0.790257
蛋卷,4.5652170000000005,0.50687
当时,2.73913,1.009833
德行,2.304348,1.019571
登记,3.818182,0.852803
电视,4.782609,0.518435
短期,2.695652,0.87567
峨眉,3.7,1.128576
乏力,2.608696,0.891328
阀门,4.391304,0.656376
反常,2.434783,0.992063
肺腑,2.909091,1.064988
费心,2.391304,0.940944
丰盈,2.571429,1.028175
俯卧,3.478261,0.947224
复诊,4.043478,0.562322
割舍,2.666667,0.856349
工蜂,4.380952,0.804748
顾客,4.391304,0.940944
瓜分,2.913043,0.900154
光洁,2.590909,0.908116
国债,4.304348,0.63495
寒风,3.521739,0.897956
行劫,2.5,1.098127
合约,3.869565,0.967863
猴子,4.826087,0.491026
胡同,4.4347829999999995,0.662371
护送,3.26087,1.096167
化解,2.521739,0.947224
化妆,3.956522,0.638055
霍乱,3.409091,1.05375
鸡汤,3.952381,0.973457
基石,3.090909,1.477098
监视,3.347826,1.070628
建树,2.45,0.887041
界限,2.636364,1.135801
酒壶,4.5652170000000005,0.727767
开办,2.913043,0.792754
课程,4.0,0.852803
枯干,3.227273,1.269864
哭闹,3.826087,0.936734
亏欠,2.652174,1.027295
例会,4.043478,0.76742
亮点,2.73913,1.009833
轮胎,4.695652,0.702902
卖国,3.0,1.154701
密谋,2.73913,1.096167
名将,3.727273,1.162174
懦夫,3.136364,1.125271
排除,2.565217,0.945135
披肩,4.090909,0.75018
疲乏,2.608696,0.838783
偏食,3.095238,1.044259
漂白,3.086957,0.900154
拼命,2.619048,0.920662
朴实,2.652174,0.982052
曝光,2.826087,0.886883
奇特,2.086957,0.792754
气味,3.130435,1.254242
牵扯,2.521739,0.845822
去世,4.086957,1.083473
全员,3.956522,0.975997
忍心,2.347826,0.831685
任职,3.428571,0.978337
荣誉,2.727273,1.420323
锐意,2.047619,1.023533
散文,3.434783,1.160959
扫黄,3.695652,1.019571
擅长,2.521739,0.897956
射箭,4.478261,0.510754
身份,3.304348,1.222322
盛大,2.304348,1.019571
仕女,4.047619,0.920662
手术,4.217391,0.795243
硕果,2.956522,1.186219
素色,3.0,1.167748
胎记,4.4347829999999995,0.727767
套餐,3.380952,1.07127
团队,3.956522,0.76742
脱身,2.73913,1.009833
陀螺,4.272727,1.162174
危难,2.521739,0.897956
畏惧,2.347826,0.884652
温室,3.521739,1.081647
卧病,3.695652,0.87567
小巷,4.304348,0.76484
小学,4.521739,0.665348
幸免,2.478261,0.845822
性能,2.454545,1.056827
淫荡,2.347826,1.112274
影评,3.347826,1.112274
油漆,4.5652170000000005,0.50687
鱿鱼,4.478261,0.730477
愚昧,2.347826,0.831685
育儿,3.130435,1.057628
月初,3.521739,0.730477
赞美,2.478261,1.16266
账单,4.217391,0.902347
争吵,3.173913,1.11405
支行,3.8,0.833509
致谢,3.130435,1.01374
竹林,4.521739,0.665348
主使,2.727273,0.984732
作乱,2.652174,1.070628
盎司,3.37037,1.497386
白干,2.653846,1.056118
白兔,4.592593,1.009922
白云,4.615385,0.852147
柏油,3.962963,0.807726
班长,4.0,0.83205
本乡,3.074074,1.14105
蓖麻,4.111111,1.250641
便宜,2.703704,1.203035
标点,3.62963,0.883531
别扭,2.481481,1.122167
裁员,3.407407,1.366052
曾经,3.0,1.143544
查访,3.111111,1.187542
朝圣,2.851852,1.231125
车程,3.333333,1.1094
陈皮,4.296296,1.030863
成立,2.814815,1.177907
承诺,2.518519,1.282137
处境,2.333333,1.1094
粗野,2.846154,1.120439
大夫,3.692308,1.123182
大脑,4.407407,0.693889
耽误,2.703704,1.137298
当兵,3.777778,1.050031
党派,3.37037,1.114525
等待,2.703704,1.030863
蝶泳,3.925926,1.238048
跺脚,4.037037,1.125969
法力,1.7999999999999998,1.118034
烦忧,2.407407,1.152231
肤浅,2.32,0.945163
伏击,3.037037,1.091276
幅度,2.592593,1.047314
鸽子,4.62963,0.687702
公告,3.740741,0.944319
攻击,2.814815,1.177907
观战,3.0,1.1094
罐头,4.333333,0.784465
果园,4.444444,0.57735
蛤蟆,4.666667,0.679366
汉堡,4.5185189999999995,0.70002
黑钱,2.6,0.866025
厚礼,2.769231,1.106623
花盆,4.5185189999999995,0.752962
会聚,2.52,0.87178
混账,2.481481,1.051386
计时,3.185185,1.001423
架空,2.307692,0.928191
饯别,2.961538,1.148243
结巴,3.888889,1.120897
浸染,2.740741,1.095185
橘子,4.555556,0.800641
开张,2.888889,1.250641
可怕,2.307692,1.086986
口臭,4.0,0.894427
口吻,2.576923,1.101747
拉扯,3.259259,1.163304
勒索,3.115385,1.142871
冷箭,2.592593,1.009922
凌乱,2.407407,1.047314
陵墓,4.259259,1.059484
领养,3.407407,1.009922
龙虾,4.777778,0.640513
脉象,2.384615,1.168826
木鱼,4.0740739999999995,0.997147
那些,1.695652,0.822125
爬虫,3.703704,1.030863
盘旋,2.962963,1.091276
配方,3.0,1.208941
皮肤,4.538462,0.706018
飘渺,1.7692310000000004,0.710363
骑兵,4.111111,0.751068
虔诚,1.9259259999999996,0.997147
请求,2.740741,1.022538
去除,3.12,1.092398
全力,2.62963,1.244933
缺点,2.740741,1.163304
上班,3.576923,1.064822
圣像,3.185185,1.210119
圣旨,3.692308,1.123182
湿疹,4.037037,0.979854
使馆,4.0,0.877058
市长,4.4814810000000005,0.752962
适当,2.192308,1.020558
死守,2.592593,1.083416
苏醒,3.074074,1.106829
素颜,3.653846,0.845804
随军,3.08,1.037625
统率,2.4,1.0
偷生,2.125,1.034723
头饰,3.814815,1.144789
完美,2.4,1.258306
晚上,4.037037,0.758616
无理,2.518519,1.087353
妩媚,2.444444,1.187542
武术,3.888889,0.847319
吸力,2.68,1.249
习作,2.869565,1.179536
遐想,1.6923079999999997,0.884047
弦乐,3.230769,1.210213
萧条,2.037037,0.758616
小声,3.076923,1.055389
协会,3.592593,1.083416
辛劳,2.76,1.011599
形势,2.259259,1.129758
序言,3.851852,0.988538
学界,2.777778,1.154701
压缩,3.038462,0.99923
掩护,2.814815,1.144789
央求,2.923077,0.97665
扬言,2.814815,1.110684
洋酒,4.148148,0.948833
药房,4.333333,0.733799
迎接,3.230769,0.992278
友人,3.962963,0.807726
愚弄,2.296296,0.953327
运营,2.56,1.121011
赞叹,3.192308,1.16685
长假,3.518519,1.014145
中风,3.592593,1.278799
重赏,2.962963,1.159625
猪肉,4.777778,0.50637
准时,3.185185,0.96225
拜托,2.555556,1.187542
包车,3.814815,0.735738
孢子,3.777778,1.012739
备战,2.814815,1.144789
财产,3.384615,1.168826
测量,3.038462,1.03849
仇人,3.259259,1.227649
传染,2.925926,1.206582
丛书,3.461538,1.103839
弹弓,4.5185189999999995,0.893152
当地,3.407407,0.843949
等价,2.68,1.069268
电台,4.222222,0.751068
店铺,4.148148,0.863967
貂皮,4.592593,0.843949
碉堡,4.259259,0.984206
动工,2.8,1.118034
发生,2.038462,0.773603
发声,3.074074,1.268734
仿佛,1.4400000000000004,0.583095
费神,1.9629630000000002,0.649348
府上,3.666667,0.960769
负责,2.148148,0.988538
复苏,2.740741,1.022538
肝火,2.333333,1.037749
高傲,2.074074,0.997147
高考,4.153846,0.92487
根源,2.28,0.936305
官方,3.37037,1.043225
轨迹,3.037037,1.125969
韩文,4.296296,1.030863
和平,2.666667,1.037749
欢呼,3.111111,1.154701
寰宇,2.782609,1.166055
换取,2.76,0.778888
积极,2.153846,1.007663
技艺,2.888889,1.250641
坚硬,2.923077,1.412036
俭朴,2.481481,0.893152
将士,3.777778,1.012739
讲座,3.777778,0.891556
降落,3.384615,0.941357
借助,2.384615,1.022817
金发,3.962963,1.159625
进士,4.0,1.037749
科幻,2.0,0.938083
裤子,4.62963,0.687702
拉锯,3.04,1.059874
拦阻,2.518519,0.848998
良心,1.8888889999999998,1.050031
鳞片,3.925926,1.14105
乱动,2.916667,1.282547
美食,3.481481,1.087353
模范,2.961538,1.076319
能够,2.32,1.10755
怕事,2.259259,0.944319
培养,2.4,0.866025
贫血,3.555556,1.187542
泼妇,3.37037,1.334401
普遍,2.44,1.227464
起锚,3.423077,1.064822
签收,3.925926,0.780824
浅显,2.0,0.69282
倾诉,2.888889,1.154701
清洁,3.333333,1.143544
秋收,3.703704,0.91209
求婚,4.0,0.919866
饶恕,2.259259,1.095185
杀害,3.5,0.860233
沙哑,3.444444,1.120897
上报,3.296296,1.137298
涉案,3.148148,1.292097
升学,3.666667,1.270978
圣餐,2.636364,0.953463
胜券,2.5,0.905539
失败,2.555556,1.086042
师徒,4.0,0.960769
石碑,4.592593,0.572394
示威,2.740741,1.059484
售卖,3.259259,1.163304
水泵,4.592593,0.843949
塑造,1.9629630000000002,0.897924
随意,1.9230770000000001,1.016782
瘫痪,3.384615,1.168826
炭笔,4.0740739999999995,1.206582
探病,3.296296,1.265361
桃树,4.666667,0.733799
题目,3.653846,1.263085
体统,2.0,0.894427
天明,3.153846,1.120439
跳远,4.296296,0.992852
退学,3.925926,0.997147
褪色,3.259259,1.163304
歪曲,2.346154,1.16421
外币,3.888889,0.9337
网友,3.576923,0.902134
武断,2.222222,1.050031
武林,2.592593,1.30853
物业,3.740741,1.163304
小城,3.296296,0.953327
校服,4.461538,0.904689
姓名,4.2692309999999996,1.115623
胸怀,2.0,0.919866
血管,4.148148,1.09908
讯息,2.962963,1.055443
验血,3.846154,1.120439
英文,4.407407,0.930643
幼苗,3.925926,0.873804
余地,2.230769,1.069867
援助,2.814815,0.735738
札记,3.4,1.080123
正确,2.56,1.356466
重建,3.0,1.0
轴心,3.4,1.224745
昼间,3.44,1.003328
主菜,3.583333,1.212854
专线,3.074074,1.14105
壮丁,3.777778,1.086042
拙劣,2.038462,0.958364
桌子,4.703704,0.724028
资料,3.481481,1.087353
自嘲,2.37037,1.30526
尊敬,2.333333,0.919866
爱心,3.086957,1.202764
安睡,3.173913,0.984063
报道,3.782609,1.126399
鄙视,2.826087,1.11405
币值,3.434783,1.308229
才干,2.652174,1.191206
仓库,4.5652170000000005,0.662371
草案,3.5,1.185227
查核,2.956522,1.460954
刹那,2.681818,1.393398
搀杂,2.545455,1.184313
成熟,3.043478,1.223938
程式,2.85,1.460894
出兵,3.826087,1.072473
出处,3.26087,1.17618
处分,3.913043,1.276111
春天,4.217391,0.902347
打劫,3.954545,0.950051
带兵,3.565217,1.236788
丹田,2.565217,1.471736
倒戈,2.826087,1.23038
道德,2.434783,1.121123
独有,3.217391,1.380267
对比,3.045455,1.214095
赋税,3.304348,1.32921
赋予,2.545455,1.223861
甘草,4.181818,1.097025
肛门,4.5652170000000005,0.843482
高度,3.782609,1.277658
公愤,2.521739,0.790257
共同,3.318182,1.249242
姑爷,4.5652170000000005,0.787752
海绵,4.304348,1.019571
行家,2.956522,1.260529
花钱,3.909091,1.150945
环节,3.043478,1.021508
集结,3.173913,1.23038
家属,4.26087,0.810016
简陋,3.130435,0.919701
交叉,2.695652,1.145536
杰出,2.913043,1.202764
结论,3.391304,1.405804
解雇,3.913043,1.202764
近况,3.086957,1.040675
景仰,2.272727,1.162174
竞逐,2.391304,1.033051
聚变,2.25,1.019546
苦恼,3.0,1.309307
苦役,3.181818,1.258736
磊落,2.545455,1.184313
里面,3.173913,1.402989
连环,2.826087,1.192864
怜恤,2.545455,1.335496
联系,3.130435,0.967863
两旁,3.318182,1.358794
裂痕,3.478261,1.410015
留神,2.681818,1.170525
轮班,3.590909,1.140555
民兵,4.26087,0.963771
摸索,2.695652,1.395929
抹杀,2.565217,1.27301
牧师,4.090909,1.019294
耐力,2.782609,1.085295
泥沙,3.956522,1.223938
怒骂,3.478261,1.16266
疟疾,3.652174,1.368765
葡萄,4.4347829999999995,0.945135
凄美,1.952381,1.283596
奇异,2.428571,1.164965
枪战,4.227273,0.751622
蔷薇,4.0,1.309307
情形,2.217391,1.241572
裙子,4.318182,1.210524
肉身,3.954545,1.174218
善于,2.434783,1.160959
伸长,3.181818,1.332251
升空,3.5,1.101946
胜任,3.0,1.167748
时间,2.818182,1.500361
双方,4.0454550000000005,0.843873
死人,4.5652170000000005,0.787752
死亡,3.772727,1.231794
太子,4.26087,0.915393
堂兄,4.217391,1.042572
藤蔓,4.0454550000000005,1.132939
天梯,3.043478,1.460954
跳伞,4.478261,0.730477
退避,3.173913,1.336623
文学,2.904762,1.338087
稳固,3.173913,1.266785
巫术,2.571429,1.567528
诬告,3.043478,1.14726
午后,4.043478,0.824525
物流,3.869565,1.254242
西药,3.695652,1.32921
洗衣,4.173913,1.15413
下颚,4.608696,0.722315
箱子,4.391304,0.988071
校园,4.173913,1.072473
形成,2.090909,1.1088
宿主,2.636364,1.216766
喧哗,3.217391,1.204406
旋风,3.272727,1.162174
选拔,3.347826,1.027295
烟花,4.0,1.128152
言谈,3.227273,1.151885
吆喝,3.043478,1.14726
业绩,3.434783,1.079818
蚁穴,3.956522,1.106931
殷勤,2.391304,0.988071
英雄,3.695652,1.184551
羽绒,4.181818,0.906924
狱卒,3.857143,1.38873
原价,3.521739,1.274561
窄小,3.391304,1.15755
沼气,3.652174,1.300654
阵痛,2.913043,1.202764
直线,4.086957,1.164359
止痛,3.695652,1.145536
治疗,3.478261,1.201119
周末,4.227273,0.922307
自传,4.0,1.112697
恣意,2.181818,0.957992
宗教,3.2,1.399248
按钮,4.391304,0.891328
芭蕾,3.956522,1.296087
白费,2.695652,0.87567
傍晚,3.478261,1.16266
笔直,3.826087,1.11405
必须,2.956522,1.106931
闭幕,3.73913,1.251086
标语,3.956522,1.065076
别名,3.521739,1.309739
敞开,2.869565,1.01374
超模,3.636364,1.255292
持有,3.086957,1.164359
赤裸,3.304348,1.184551
宠儿,2.956522,1.223938
出让,2.952381,1.07127
穿过,2.956522,1.330696
春节,4.26087,1.053884
蛋黄,4.3478259999999995,0.982052
癫狂,2.227273,1.020356
点心,3.826087,1.302172
赌场,4.0,1.128152
缎带,3.478261,1.473079
丰满,2.590909,1.181568
风暴,3.090909,1.376991
该死,2.55,1.145931
钙化,3.130435,1.179536
歌声,3.782609,0.998022
灌木,4.217391,0.902347
寒微,1.8636359999999996,0.560226
豪爽,2.478261,1.038774
号码,4.086957,0.848155
合照,3.913043,1.23998
火海,2.73913,1.053884
季度,3.565217,1.27301
家族,3.913043,0.949308
坚定,2.652174,1.265224
鉴赏,2.73913,1.251086
角度,2.478261,1.081647
介怀,2.25,0.850696
进口,3.217391,1.085295
经书,3.666667,1.42595
鲸鱼,4.4545449999999995,0.9625
静候,2.869565,1.179536
救命,3.434783,1.03687
凯旋,3.173913,1.435022
可耻,2.545455,0.857864
狂欢,2.869565,1.358621
离题,2.47619,1.209093
理想,1.5652169999999996,0.843482
连队,3.521739,1.122884
淋巴,3.857143,0.963624
零度,3.727273,1.315903
落难,2.681818,0.838727
买入,3.695652,1.019571
慢性,2.391304,1.033051
毛虫,4.043478,1.260529
煤矿,4.695652,0.470472
美丽,2.391304,1.076152
末梢,2.695652,1.294561
年薪,4.090909,1.019294
酿制,3.347826,0.982052
暖炉,4.043478,1.223938
欧盟,4.173913,1.072473
欧洲,4.26087,1.009833
磐石,3.181818,1.258736
盼望,2.217391,0.850482
批判,2.565217,1.121123
偏僻,3.181818,1.006473
拼音,3.869565,1.179536
千禧,2.863636,1.206942
铅笔,4.391304,0.940944
强迫,2.521739,0.897956
倾吐,2.5,1.263027
球员,4.26087,1.096167
取缔,2.913043,0.949308
肉丸,3.954545,1.290156
桑树,4.217391,1.277658
骚动,2.434783,0.992063
深夜,3.478261,1.122884
审判,3.304348,1.294561
生锈,3.782609,1.204406
盛况,2.869565,0.967863
世仇,2.727273,1.077113
视窗,3.043478,1.223938
数字,4.304348,0.822125
双数,3.772727,1.34277
素质,2.173913,0.834058
虽然,1.8571429999999998,0.910259
同化,2.217391,1.241572
头发,4.391304,1.076152
投奔,2.521739,0.897956
透支,2.863636,1.037187
秃鹰,4.26087,1.17618
图谋,2.391304,0.940944
晚饭,4.173913,0.984063
惟独,2.636364,1.17698
维持,2.695652,0.97397
我军,3.869565,1.140349
乌龟,4.478261,0.994053
无罪,3.090909,1.305997
消毒,3.478261,1.309739
小巧,2.652174,1.300654
校规,3.826087,1.072473
心思,1.9565219999999997,0.76742
心态,2.304348,1.145536
宣称,3.045455,1.090097
摇晃,2.954545,1.045502
疑心,2.347826,0.934622
淫威,2.26087,1.009833
拥挤,3.304348,1.145536
油灯,4.3478259999999995,0.884652
有劳,2.304348,0.470472
韵母,3.478261,1.647852
造福,2.521739,0.790257
造价,3.304348,1.294561
长辈,4.130435,1.140349
中毒,3.913043,0.99604
中断,3.086957,1.040675
中暑,3.913043,0.900154
肘弯,3.521739,1.377401
注重,2.608696,1.033051
祖宗,4.043478,1.106931
嘴巴,4.5652170000000005,1.03687
挨着,3.615385,0.982931
庇佑,2.384615,0.982931
陛下,3.923077,1.293772
冰镇,4.0,1.040833
博弈,3.0,1.356466
不朽,2.0,0.8
猜忌,2.84,1.280625
彩绘,4.192308,0.895287
残忍,3.0,1.385641
仓鼠,4.653846,0.561591
产品,3.28,1.1
抄写,3.807692,0.800961
朝夕,3.04,1.337909
车辆,4.7307690000000004,0.452344
充气,3.64,0.757188
储君,3.583333,1.17646
次货,3.28,1.061446
聪明,2.961538,1.182566
地铁,4.923077,0.271746
凋零,2.769231,1.305609
夺目,2.538462,1.066987
发烧,4.153846,0.833897
繁衍,3.346154,1.093336
犯罪,3.615385,0.982931
方块,4.038462,0.99923
方丈,4.0,0.894427
飞碟,3.884615,1.17735
分批,2.6,0.957427
奉陪,2.423077,0.902134
刚才,3.038462,1.341067
功劳,3.48,1.194432
功用,2.807692,1.132051
孤寂,2.5,1.272792
辜负,2.52,0.918332
跪下,4.2307690000000004,0.951113
海鲜,4.307692,0.617688
涵盖,2.375,1.408437
汉子,3.96,0.789515
胡言,2.608696,0.988071
户籍,4.307692,0.788377
哗然,2.24,1.234234
机师,3.730769,1.185165
基本,2.52,1.194432
记号,3.461538,1.028816
兼具,2.76,0.925563
剪接,2.923077,1.230385
舰长,4.5600000000000005,0.506623
接力,3.04,1.135782
剧团,4.076923,0.844894
据说,2.0,0.978019
可乐,4.653846,0.628796
克制,2.807692,1.059027
领土,4.192308,0.895287
龙眼,4.391304,0.891328
龙舟,4.615385,0.571099
埋伏,2.730769,1.041449
美术,3.4,1.354006
糜烂,2.576923,1.205755
魔鬼,2.576923,1.36156
墨汁,4.538462,0.508391
排斥,2.423077,1.101747
盘点,3.173913,1.15413
偏激,2.52,0.962635
枪毙,4.346154,0.745241
巧遇,3.153846,1.084152
榕树,4.538462,0.811456
孺子,2.958333,1.232853
嗓子,4.038462,1.076319
色狼,4.038462,0.823688
涉及,2.4,1.040833
深奥,1.961538,0.773603
圣经,4.0,1.058301
狮子,4.807692,0.491466
实物,3.192308,1.096147
手动,3.4,1.0
守门,3.923077,0.97665
输血,4.153846,0.92487
水晶,4.307692,0.788377
松绑,3.5,1.104536
损失,2.884615,1.070586
特点,2.230769,0.908083
挑战,2.807692,1.059027
跳级,3.08,1.115049
挺胸,4.307692,0.735893
通常,2.833333,1.09014
头版,3.541667,1.284664
头条,3.884615,0.993053
危言,2.64,1.113553
微小,2.730769,1.115623
纬度,3.461538,1.363254
舞蹈,4.076923,1.055389
细菌,3.961538,1.112862
匣子,4.4,0.57735
下等,2.52,1.004988
先生,4.076923,0.89098
乡愁,2.038462,1.341067
香味,3.307692,1.123182
效劳,2.5,1.104536
邪恶,2.346154,1.23101
卸货,4.115385,0.765607
蟹黄,4.538462,0.646886
熊猫,4.884615,0.325813
旋转,3.423077,0.986836
牙科,4.346154,0.891843
言论,2.730769,1.150919
岩石,4.653846,0.628796
要命,2.458333,1.020621
吟诗,3.346154,1.056118
黝黑,3.846154,0.833897
予以,1.9166670000000003,0.928611
玉女,2.961538,0.958364
原则,2.615385,1.168826
月刊,4.153846,0.543493
越战,3.363636,1.328997
争夺,2.923077,1.163549
之后,2.269231,1.002305
知会,2.541667,1.102533
主犯,4.115385,0.711445
助理,4.307692,0.549125
著书,3.56,1.121011
子嗣,4.0,0.866025
纵向,2.961538,1.341067
租户,4.307692,0.735893
阻挠,2.807692,1.200641
拜见,3.115385,1.107318
避免,2.916667,1.212854
变脸,3.28,1.24231
财主,3.884615,0.951921
草鞋,4.615385,0.752432
查询,3.115385,1.210848
唱歌,4.2692309999999996,1.041449
打算,2.538462,1.475961
大树,4.307692,1.086986
担保,2.576923,1.137474
刀伤,4.2307690000000004,0.992278
底薪,3.769231,1.031802
法律,2.807692,1.386196
翻身,3.458333,1.141287
奉命,2.6,1.154701
告假,3.48,1.159023
隔间,2.961538,1.280024
隔音,3.153846,1.222859
公义,2.458333,1.382473
构图,2.96,1.274101
孤立,2.807692,1.233507
古寺,4.4,0.763763
拐杖,4.6,0.816497
广大,2.346154,1.23101
含意,1.961538,1.076319
毫无,2.521739,1.274561
好人,3.24,1.16476
烘托,2.384615,1.235376
胡扯,2.6,1.224745
虎口,3.478261,1.122884
茴香,4.423077,0.808608
极限,2.52,1.262273
加码,2.72,1.208305
架构,2.615385,1.267341
建议,2.730769,1.041449
僵持,2.384615,0.982931
交织,2.32,1.215182
觉悟,2.461538,1.272188
结盟,2.769231,1.106623
解毒,3.269231,1.313246
借出,3.16,1.027943
酒鬼,4.115385,0.765607
就寝,3.730769,1.079173
卷曲,3.076923,1.293772
军火,4.153846,0.7317
开动,3.038462,1.21592
可惜,2.6,1.290994
溃疡,3.52,1.294862
蜡笔,4.7307690000000004,0.603834
来客,3.692308,0.970329
立志,2.346154,1.23101
例如,2.44,1.003328
莲藕,4.576923,0.702742
凉快,3.307692,1.257592
两极,2.8,1.118034
列席,3.076923,1.055389
领巾,4.2307690000000004,0.908083
陆地,4.346154,1.017539
录音,4.038462,0.823688
矛头,2.923077,1.324329
模仿,2.576923,1.172112
木匠,4.423077,0.808608
能干,2.538462,1.207668
酿酒,3.730769,1.079173
盘踞,2.653846,0.977438
碰面,3.576923,1.137474
譬如,2.28,0.936305
签名,4.307692,0.735893
切忌,2.615385,1.168826
琴谱,4.192308,0.938903
清早,4.076923,0.89098
穷苦,3.192308,1.16685
求情,2.88,1.201388
驱使,2.384615,1.202561
去路,2.653846,1.129329
热狗,4.192308,1.132051
人情,2.538462,1.207668
身手,3.115385,1.275207
升压,2.615385,1.29852
尸体,4.423077,0.757526
守护,2.5,1.104536
首都,4.307692,0.928191
四季,3.884615,0.993053
汤碗,4.538462,0.646886
体会,2.44,1.121011
填补,2.8,1.190238
停电,4.423077,0.643309
透明,3.230769,1.142198
屠杀,3.923077,0.934797
歪理,2.576923,1.101747
万岁,2.130435,1.140349
网球,4.846154,0.464095
违规,3.076923,1.128648
窝心,2.12,0.971253
稀释,3.115385,1.107318
膝盖,4.615385,0.752432
嬉笑,3.461538,1.066987
席卷,2.24,0.879394
心窝,2.846154,1.120439
刑法,3.538462,1.240347
幸亏,2.230769,1.031802
牙痛,4.307692,0.679366
炎热,3.730769,1.250846
沿途,3.307692,1.158248
依靠,2.346154,0.891843
议席,3.038462,1.076319
英镑,4.307692,0.884047
营救,3.307692,1.158248
有效,2.730769,1.250846
预感,2.346154,1.23101
月底,4.0,0.979796
增强,3.12,1.235584
占星,2.208333,1.382473
长久,2.84,1.143095
致歉,3.5,1.104536
重罚,3.307692,1.123182
住户,4.2307690000000004,0.815239
专横,2.576923,0.986836
庄稼,4.423077,0.702742
资格,2.807692,1.296741
自从,2.208333,1.020621
总管,3.692308,1.049542
最后,3.038462,1.248384
靶场,4.26087,0.963771
褒奖,3.136364,1.125271
保密,3.347826,1.368765
被捕,4.043478,0.877924
逼供,3.666667,1.01653
逼迫,2.652174,1.191206
比试,3.347826,1.191206
镖客,3.913043,1.124643
财经,2.695652,1.294561
尝试,2.782609,0.998022
出产,2.869565,0.967863
出轨,3.380952,1.116969
出家,3.695652,1.019571
处世,1.913043,0.900154
脆弱,3.0,1.069045
搭建,3.478261,0.994053
大麻,4.409091,0.959121
代表,2.913043,0.949308
殆尽,2.181818,1.052723
但愿,2.0,0.872872
弹匣,4.521739,0.897956
底价,3.434783,1.160959
地步,2.1,1.252366
电压,3.695652,1.294561
殿宇,3.782609,0.998022
顶尖,3.26087,1.321755
冬至,4.26087,1.136877
斗气,2.857143,1.062342
短促,2.347826,1.070628
短见,2.565217,1.03687
堕落,2.304348,1.25896
番茄,4.913043,0.288104
范例,3.35,1.089423
风骚,2.227273,1.066004
风水,2.391304,1.37309
讽刺,2.590909,1.221205
服药,4.304348,0.558796
各方,2.8,1.196486
工会,4.136364,0.990212
公德,2.727273,1.241421
公开,3.590909,0.854071
古董,4.26087,1.136877
股东,3.954545,0.898532
观光,3.434783,1.160959
规章,3.826087,1.072473
和善,3.086957,1.23998
虎穴,3.238095,1.261141
户主,4.4347829999999995,0.727767
挥手,4.478261,0.790257
回暖,3.0,1.140175
击败,3.545455,1.010765
脊椎,4.826087,0.387553
记载,3.956522,0.975997
监狱,4.6521740000000005,0.934622
见谅,2.608696,1.076152
剑道,3.26087,1.452815
胶囊,4.5,0.740013
觉醒,2.190476,1.030488
竭力,2.454545,1.056827
解散,3.695652,1.184551
警觉,2.363636,0.902138
就要,2.055556,1.161754
捐躯,3.545455,0.911685
倔强,2.826087,1.15413
扩建,3.565217,1.160959
牢记,2.818182,1.006473
乐趣,2.347826,0.934622
冷气,3.826087,0.886883
理念,1.7391300000000003,0.864312
吝啬,2.652174,1.191206
迷你,2.52381,1.077917
觅食,3.545455,0.911685
蔑视,2.5,1.185227
民怨,2.681818,1.210524
明理,2.521739,0.994053
墓碑,4.6521740000000005,0.71406
柠檬,4.869565,0.457697
配音,3.869565,0.919701
