Word,Conc.M,Conc.SD
金箔,4.416667,0.583592
桔梗,4.333333,0.761387
眷恋,2.0,0.65938
开刀,3.913043,0.949308
开会,4.125,0.850192
牢狱,4.291667,0.954585
礼物,4.043478,1.065076
零件,4.130435,0.757049
搂抱,3.916667,0.653863
猛攻,3.125,0.991814
敏感,1.9166670000000003,1.017955
瞑目,2.416667,1.380506
命令,3.347826,1.152416
模式,2.652174,1.368765
摩登,2.347826,1.433644
目的,2.791667,1.250362
尿布,4.541667,0.883627
挪用,3.125,0.991814
盘古,2.391304,1.437774
旁白,3.26087,1.096167
跑道,4.625,0.494535
蓬松,2.625,1.013496
飘零,2.173913,1.072473
瓶颈,2.958333,1.301476
破戒,2.5,1.14208
企盼,2.291667,0.907896
茄子,4.75,0.675664
权柄,2.478261,1.238385
溶解,3.375,1.095941
蹂躏,2.375,1.013496
僧人,4.583333,0.717282
膳食,3.833333,0.761387
商界,3.083333,1.138904
商谈,2.916667,1.100066
上手,2.583333,1.100066
上瘾,2.375,1.209114
伸冤,2.75,1.073394
神灯,2.875,1.596532
食物,4.043478,0.928256
食欲,2.583333,1.17646
书信,4.416667,0.583592
枢纽,3.208333,1.062367
水解,2.826087,1.029217
说笑,3.416667,1.017955
撕裂,3.130435,1.217462
松驰,2.125,0.740887
松紧,2.75,1.073394
速度,2.833333,1.00722
听说,2.142857,1.062342
稀薄,2.291667,0.907896
狭隘,2.0,1.021508
吓倒,2.565217,1.236788
贤良,2.416667,1.017955
羡慕,1.9166670000000003,0.829702
乡村,4.166667,0.868115
协调,2.565217,0.843482
心动,2.25,0.944089
心急,2.791667,1.178767
心声,2.25,1.113162
刑罚,3.565217,1.03687
形状,3.291667,1.267629
虚惊,2.166667,0.868115
学术,2.583333,1.17646
雅典,3.875,1.454005
要求,2.608696,1.033051
遗传,2.75,1.293798
音符,3.833333,1.00722
银色,4.166667,1.0495
幽禁,2.173913,1.072473
预言,2.083333,0.974308
冤枉,2.541667,1.102533
员工,4.5,0.589768
载客,3.791667,1.020621
瘴气,3.708333,1.160179
招认,2.863636,1.125271
昭彰,1.7142860000000004,0.64365
照明,4.041667,0.858673
征婚,3.958333,0.858673
政变,3.541667,1.102533
只是,2.222222,1.21537
职责,3.521739,1.122884
指标,3.590909,1.098011
庄子,4.4347829999999995,0.945135
自信,2.458333,0.931533
被单,4.7307690000000004,0.533494
驳斥,3.115385,1.17735
博客,4.0,1.16619
补习,3.423077,1.172112
捕头,4.038462,1.182566
不才,2.0,0.872872
布置,3.269231,1.372813
草莓,4.884615,0.431455
厕所,4.7692309999999996,0.429669
茶杯,4.7692309999999996,0.429669
查问,2.730769,1.002305
忏悔,2.5,1.067708
沉重,2.32,1.10755
承保,2.125,0.991814
冲浪,3.961538,1.03849
充电,3.76,1.2
充满,2.72,1.173314
抽查,3.115385,0.993053
出马,2.230769,0.951113
初次,3.461538,1.240347
当中,2.708333,1.041703
巅峰,2.807692,1.132051
动脉,4.0,0.866025
独自,3.384615,1.09825
杜鹃,4.423077,1.02657
多情,2.269231,1.115623
反射,2.961538,1.182566
返回,3.192308,1.16685
沸水,4.307692,0.549125
风趣,2.346154,0.977438
各国,3.4,1.040833
公鸡,4.807692,0.633671
公立,2.769231,1.176697
光速,3.5,1.421267
鬼怪,2.64,1.468559
果断,2.64,1.220656
号外,2.56,1.121011
胡桃,4.384615,0.941357
护卫,3.5,1.208305
涣散,2.192308,0.938903
皇冠,4.192308,0.849434
谎话,2.846154,1.222859
悔恨,2.56,1.003328
火球,3.884615,0.816182
机关,3.125,1.153916
机能,2.0,1.019804
即时,2.72,1.021437
忌讳,2.538462,1.174079
继任,2.730769,1.250846
佳人,3.076923,1.163549
交战,3.576923,1.172112
接收,3.192308,1.200641
睫毛,4.7692309999999996,0.429669
紧接,2.230769,0.908083
经常,2.8,1.154701
精算,2.56,1.044031
举动,2.538462,1.103839
诀别,3.115385,1.107318
开方,2.727273,1.351606
空间,2.461538,1.30325
口号,3.6,1.190238
夸张,2.230769,1.031802
老公,4.576923,0.503831
栗子,4.846154,0.367946
灵活,2.423077,1.064822
埋葬,3.72,1.021437
毛利,3.16,1.280625
梦遗,2.846154,1.37673
秘史,2.461538,1.103839
名次,3.76,1.2
母爱,2.576923,1.270372
年历,3.846154,1.084152
碾碎,3.461538,1.103839
辟谣,2.692308,0.970329
拼搏,2.538462,1.207668
品行,2.192308,1.265519
请帖,4.307692,0.928191
全集,3.076923,1.262476
柔道,4.16,0.85049
奢望,1.961538,0.773603
守寡,3.423077,1.36156
帅气,2.769231,1.365509
私心,2.423077,1.301478
伺候,2.923077,1.197433
所有,2.608696,1.437774
坍方,3.769231,1.142198
梯级,3.153846,1.433661
通病,2.384615,0.941357
同意,3.32,1.069268
童谣,3.961538,0.823688
枉然,1.9166670000000003,0.829702
无比,1.6086960000000001,0.583027
吸烟,4.692308,0.470679
先人,3.4,1.322876
显露,2.423077,1.238485
显示,3.115385,1.210848
限制,2.884615,1.275207
想象,1.8461540000000003,0.833897
象征,2.115385,1.107318
消化,2.961538,1.112862
邪念,1.961538,1.112862
泄密,2.923077,1.262476
谢罪,3.192308,1.059027
新月,3.636364,1.328997
性命,3.269231,1.34336
旭日,3.923077,1.055389
筵席,3.88,0.781025
妖艳,2.615385,1.267341
旖旎,2.090909,1.230915
议员,4.115385,0.863802
意见,3.0,1.095445
引号,3.333333,1.578846
永远,1.8846150000000002,1.107318
游击,2.884615,0.951921
娱乐,2.961538,1.112862
榆树,4.7692309999999996,0.429669
悦耳,2.307692,1.225373
贼船,2.68,1.144552
摘除,3.307692,1.049542
召见,3.076923,1.092633
中立,3.08,0.953939
皱纹,4.461538,0.706018
足金,3.8,1.040833
坐标,3.269231,1.218448
壁球,4.333333,1.0495
差役,3.32,1.281926
缠绕,2.769231,1.242826
超支,3.0,1.16619
称心,2.076923,1.262476
迟疑,2.307692,1.158248
出发,3.153846,1.189699
出航,3.423077,1.205755
除掉,2.6,1.0
大厅,4.653846,0.485165
胆怯,2.4,1.080123
动感,1.9230770000000001,0.97665
遏止,2.423077,1.064822
反击,2.807692,1.386196
个体,3.538462,1.174079
古人,3.346154,1.412581
故意,2.384615,1.168826
刮痧,4.192308,1.020558
归纳,2.307692,1.010712
国策,3.076923,1.293772
果糖,4.2692309999999996,0.874423
海港,4.2692309999999996,1.002305
会考,3.230769,1.335895
混淆,1.961538,0.773603
记念,2.291667,0.999094
记忆,2.461538,1.066987
祭祀,3.307692,1.257592
甲板,4.5,0.583095
监督,2.730769,1.079173
减少,2.72,1.24231
娇纵,2.625,1.13492
椒盐,4.461538,0.904689
接受,3.0,1.16619
节俭,2.884615,1.17735
节制,2.384615,1.134087
借口,2.423077,0.986836
进驻,2.64,0.994987
警犬,4.653846,0.845804
捐助,3.423077,0.986836
开水,4.538462,0.859338
空置,3.038462,0.915675
口吃,3.615385,0.941357
口罩,4.692308,0.679366
旷课,3.807692,0.938903
烂泥,3.461538,1.240347
老友,3.807692,1.059027
雷暴,3.538462,1.33359
淋漓,1.8260870000000002,0.886883
楼梯,4.615385,0.571099
论坛,3.44,1.044031
逻辑,2.0,1.080123
马车,4.5,0.648074
买卖,2.846154,1.120439
门牌,4.538462,0.859338
蒙冤,2.153846,0.833897
面额,3.576923,1.205755
面试,3.769231,1.142198
民族,3.538462,1.174079
泯灭,2.083333,0.880547
末世,2.043478,1.106931
墓地,4.153846,1.120439
难过,2.384615,1.134087
难受,2.192308,1.132051
年青,3.038462,1.148243
女仆,4.038462,0.870897
排队,3.6,1.040833
判决,3.0,1.232883
陪葬,3.192308,1.132051
膨胀,2.192308,1.16685
谦让,2.423077,1.101747
嵌入,2.653846,1.056118
亲自,3.36,1.150362
庆典,3.346154,1.383974
驱动,2.16,0.746101
全能,2.423077,1.137474
全心,2.076923,0.744208
荣华,1.92,0.909212
入味,2.423077,1.238485
三维,2.6,1.290994
商店,4.384615,0.941357
上流,2.36,0.95219
哨兵,4.423077,0.757526
舍得,2.192308,0.938903
肾脏,4.615385,0.571099
拾取,2.692308,1.158248
示众,2.923077,1.383418
事实,2.56,1.227464
手铐,4.653846,0.689481
肃静,2.576923,0.986836
算计,2.12,0.927362
特权,2.36,1.075484
体验,1.9230770000000001,1.128648
铁蹄,3.307692,1.378963
涂鸦,3.192308,1.414757
屠夫,4.2307690000000004,1.031802
弯曲,3.269231,1.218448
为难,2.0,0.938083
维护,2.64,1.150362
维修,3.384615,1.29852
响应,2.038462,0.915675
向导,3.44,1.293574
小孩,4.192308,0.938903
性别,4.076923,1.163549
袖口,4.307692,0.928191
虚脱,2.307692,0.788377
雪柜,3.652174,1.335144
血战,2.68,0.802081
雅兴,1.75,0.607919
要害,2.708333,1.122078
姨丈,4.423077,0.757526
以为,1.92,1.037625
隐士,3.038462,1.280024
荧光,3.538462,1.33359
影响,2.04,0.888819
用料,3.0,1.2
淤泥,3.961538,0.99923
原料,3.56,1.325393
杂技,3.461538,1.028816
至宝,2.4,1.290994
致命,2.384615,0.982931
自费,3.0,1.264911
字幕,4.2307690000000004,0.862911
租金,4.153846,1.007663
按时,3.347826,1.228772
案发,2.826087,1.23038
保温,3.818182,1.006473
报仇,3.478261,1.038774
卑劣,2.869565,1.546384
辩才,2.47619,1.077917
标签,3.956522,1.065076
不公,3.0,1.112697
彩票,4.173913,1.072473
苍白,3.043478,1.364427
插手,2.863636,1.206942
唱片,4.391304,1.076152
朝见,2.761905,1.179185
称号,2.956522,1.186219
成衣,3.772727,1.34277
斥资,2.956522,1.186219
纯金,4.130435,0.919701
刺耳,3.086957,1.040675
从事,2.869565,1.01374
挫折,2.363636,1.29267
导致,2.363636,1.048602
盗贼,4.4347829999999995,0.589768
道歉,3.869565,1.01374
凳子,4.695652,0.63495
地价,3.478261,1.081647
跌价,3.304348,1.222322
逗号,4.4347829999999995,0.727767
端正,2.826087,1.029217
儿科,3.913043,0.99604
方糖,4.130435,1.289973
分身,2.652174,0.934622
怪僻,2.347826,1.265224
关系,2.086957,1.23998
管家,3.869565,1.254242
鬼节,2.913043,1.202764
孩子,4.521739,0.790257
海流,3.619048,1.499206
寒舍,3.391304,0.940944
好转,2.695652,1.019571
浩劫,2.26087,0.915393
后背,4.130435,1.254242
灰色,3.956522,1.186219
辉煌,2.608696,1.076152
徽章,4.478261,0.730477
击毙,3.956522,1.106931
迹象,2.478261,1.16266
教育,2.695652,1.32921
景色,3.26087,1.17618
蓝色,4.217391,1.241572
历尽,1.7727269999999997,0.81251
励志,2.521739,1.122884
炼油,3.521739,1.122884
烈酒,3.782609,1.204406
榴弹,4.086957,1.083473
卵生,3.565217,1.236788
率直,2.521739,1.274561
煤气,4.608696,0.722315
每次,3.090909,1.1088
梦想,1.7391300000000003,1.17618
面貌,3.217391,1.241572
母亲,4.695652,0.558796
拿手,2.857143,1.062342
内行,2.869565,1.289973
平手,3.136364,0.83355
评委,4.086957,0.733178
凄厉,1.9565219999999997,1.106931
企望,1.8181820000000002,0.852803
气势,1.8260870000000002,0.886883
牵涉,2.045455,0.898532
谦卑,2.347826,1.112274
欠款,4.130435,0.757049
侨居,3.391304,1.196173
窍门,2.545455,1.335496
晴天,4.26087,1.009833
庆功,3.434783,0.992063
缺乏,2.681818,1.170525
热能,2.913043,1.23998
施恩,2.565217,1.160959
市民,4.217391,0.951388
收入,4.0,0.852803
收拾,3.043478,1.021508
舒畅,2.913043,1.164359
熟识,2.869565,1.057628
漱口,4.391304,0.583027
体育,3.434783,1.199473
同乡,4.043478,0.705708
突然,2.347826,0.884652
土坑,4.217391,1.126399
亡灵,2.0,1.167748
慰劳,2.695652,1.184551
无端,2.0,0.738549
媳妇,4.5652170000000005,0.727767
仙桃,3.217391,1.412815
嫌疑,2.227273,0.685344
心智,2.347826,1.070628
刑期,3.391304,1.305204
兴建,2.782609,1.042572
寻根,2.363636,1.093071
迅速,2.826087,1.15413
夭折,2.73913,1.421184
要素,2.521739,1.16266
阴极,2.454545,1.405
印刷,4.0,0.904534
玉米,4.695652,0.63495
预祝,2.304348,0.87567
原理,2.454545,1.29935
远景,2.565217,1.27301
造反,2.826087,1.029217
斩首,4.173913,0.777652
张扬,2.608696,1.076152
甄别,2.478261,1.16266
征收,3.173913,1.11405
狰狞,2.608696,1.339577
整体,3.086957,1.083473
正气,2.695652,1.362977
政局,2.826087,1.266785
指名,3.217391,0.998022
忠诚,2.217391,1.166055
住宅,4.521739,0.845822
装配,3.608696,0.940944
坠机,4.086957,0.792754
自动,2.913043,1.23998
阻滞,2.391304,0.891328
作证,2.956522,1.14726
案件,3.217391,1.380267
包围,2.869565,1.140349
宝藏,3.173913,1.192864
保龄,2.52381,1.077917
编剧,3.608696,1.117592
表情,3.521739,1.238385
表征,1.913043,0.792754
差错,2.681818,0.945484
持续,2.521739,1.201119
憧憬,1.9565219999999997,1.021508
出土,3.565217,1.199473
垂危,3.130435,0.868873
打拳,4.130435,0.967863
逮捕,4.086957,0.792754
当选,3.545455,1.100964
斗牛,4.130435,0.967863
读音,3.608696,1.196173
度数,3.347826,1.465007
断裂,3.565217,1.160959
锻炼,3.391304,1.269901
恩典,2.304348,1.019571
耳环,4.521739,0.790257
烦恼,2.217391,1.126399
繁华,2.391304,1.117592
繁殖,3.652174,0.775107
粉丝,3.652174,1.112274
丰功,2.086957,0.848155
风筝,4.695652,0.470472
辅音,3.391304,1.233588
负债,3.73913,1.009833
赴宴,3.869565,1.179536
副刊,3.826087,0.886883
感情,1.6521739999999996,0.934622
姑娘,4.478261,0.665348
怪罪,2.478261,0.845822
归咎,2.347826,0.934622
归隐,2.73913,1.214211
国宝,3.782609,1.277658
过人,2.181818,1.006473
海景,3.826087,0.886883
何尝,2.0,1.023533
黑幕,2.73913,1.17618
花样,2.227273,0.972567
画集,3.913043,0.949308
怀胎,4.0,1.0
缓慢,2.956522,1.065076
恍惚,1.8695649999999997,0.919701
挥舞,3.391304,0.891328
蛔虫,4.521739,0.665348
会面,3.565217,0.992063
馄饨,4.521739,0.897956
火葬,4.304348,0.702902
颊骨,4.173913,1.15413
降低,3.0,0.953463
精密,2.565217,1.342524
净化,2.652174,1.070628
镜像,3.391304,1.033051
局限,2.173913,0.936734
剧毒,3.826087,0.936734
聚居,3.590909,1.181568
俊美,2.869565,1.140349
咖喱,4.3478259999999995,0.775107
阔绰,2.608696,0.988071
狼狈,2.565217,1.121123
老家,4.0,0.603023
狸猫,4.4347829999999995,0.843482
民意,2.565217,1.160959
名字,4.043478,1.14726
木讷,2.826087,0.834058
木箱,4.608696,0.583027
脑海,2.217391,1.166055
黏液,3.956522,0.824525
拍卖,3.772727,0.685344
皮包,4.4347829999999995,0.843482
毗邻,2.782609,1.085295
评价,3.130435,1.254242
妻妾,4.26087,0.619192
气泵,4.130435,1.01374
山火,4.181818,1.139606
声明,3.304348,1.184551
剩余,3.0,1.044466
势利,2.73913,1.251086
庶民,3.478261,0.897956
水费,4.478261,0.947224
顺手,2.956522,1.065076
思考,2.130435,1.057628
死敌,3.826087,0.834058
缩影,2.454545,1.143398
索取,2.869565,1.01374
倘若,1.952381,1.07127
逃课,4.086957,0.668312
陶器,4.6521740000000005,0.572768
提早,2.826087,0.936734
推拿,3.869565,1.057628
万物,2.26087,1.136877
维权,2.913043,1.202764
委托,2.913043,1.276111
巫婆,3.565217,1.502304
误解,2.818182,0.852803
先例,3.409091,0.854071
现场,4.086957,0.792754
械斗,3.652174,0.884652
刑事,3.478261,0.994053
寻常,2.26087,0.864312
鸦片,4.5454550000000005,0.509647
艳光,2.1,1.11921
羊毛,4.391304,0.988071
医疗,3.608696,0.940944
原来,2.173913,0.886883
云梯,2.956522,1.397344
运程,2.818182,1.258736
运气,2.0,1.087115
赞扬,3.0,1.128152
脏话,3.652174,0.934622
增高,3.521739,1.238385
招聘,3.913043,0.848155
真正,2.26087,1.17618
政敌,3.130435,1.057628
直径,4.217391,0.951388
志愿,2.695652,1.184551
种族,3.695652,1.32921
助学,3.217391,0.902347
子女,4.73913,0.448978
挨近,3.08,0.996661
隘口,3.32,1.281926
扳倒,3.384615,1.202561
帮派,3.884615,0.863802
暴露,3.269231,1.185165
便服,3.615385,1.235376
表亲,3.461538,1.139501
别离,2.846154,1.286618
并列,3.0,1.2
播映,3.346154,1.093336
耻笑,3.115385,1.451259
赤道,4.115385,1.366072
串连,3.115385,1.142871
吹奏,3.730769,1.041449
唇舌,4.5,0.707107
辞别,3.269231,1.185165
丛林,4.2692309999999996,1.041449
但是,2.478261,1.122884
蛋糕,4.653846,0.689481
党员,4.384615,0.897861
导言,3.384615,1.202561
倒退,3.307692,1.010712
稻草,4.653846,0.845804
点菜,3.923077,0.934797
电报,4.5,0.707107
定时,3.76,1.011599
反感,2.44,0.960902
肥料,4.461538,0.508391
丰韵,2.576923,1.101747
奉献,2.56,1.157584
复活,3.12,1.394035
复述,3.32,1.029563
肝炎,4.4,0.763763
干活,3.5,1.174734
阁楼,4.615385,0.496139
贡献,2.653846,1.198075
勾画,2.88,1.301281
古文,4.0,0.565685
故居,3.923077,1.055389
怪异,2.192308,0.980581
过失,2.68,0.988264
航班,4.076923,0.744208
河豚,4.807692,0.401918
红心,3.48,1.084743
琥珀,4.423077,0.986836
话题,2.884615,1.142871
火舌,2.73913,1.286906
讥讽,2.538462,1.207668
季节,4.038462,1.112862
建立,2.8,1.154701
渐进,2.52,1.228821
截止,3.153846,1.255143
拘谨,2.48,0.918332
局外,2.230769,1.069867
看见,3.52,1.262273
考察,2.846154,1.255143
考验,2.538462,1.240347
空手,4.04,0.734847
口齿,3.846154,1.120439
老伴,4.384615,0.752432
猎犬,4.807692,0.491466
硫磺,4.7692309999999996,0.514408
律诗,3.76,1.234234
略去,2.0,0.957427
麻药,4.423077,0.577794
埋怨,2.961538,1.076319
冒昧,2.56,1.157584
冥府,2.583333,1.665942
难得,2.2,1.080123
匿名,3.44,1.386843
农历,4.36,0.907377
疲倦,2.884615,1.142871
频率,2.884615,1.107318
破解,2.6,1.0
普查,3.230769,1.142198
企业,4.24,0.879394
曲目,3.923077,1.016782
人生,2.038462,1.21592
乳齿,4.346154,0.79711
删减,3.192308,1.16685
上告,3.08,1.187434
社论,2.826087,1.23038
神父,4.076923,1.016782
生效,2.730769,1.218448
随机,2.615385,1.09825
所长,3.96,1.019804
调查,3.2,1.258306
跳绳,4.7307690000000004,0.452344
痛楚,2.384615,1.29852
瓦解,2.692308,1.192283
外语,4.12,1.129897
污辱,2.708333,1.197068
舞狮,4.461538,0.581774
务实,2.72,1.1
狭小,2.8,1.118034
小丑,3.8,1.118034
孝顺,2.769231,1.210213
协力,2.6,1.224745
心算,3.346154,1.16421
心愿,2.653846,1.324909
秀才,4.192308,1.020558
摇摇,2.8,1.361114
遗弃,2.961538,1.182566
隐居,2.961538,1.248384
英国,4.884615,0.325813
泳衣,4.807692,0.491466
邮筒,4.653846,0.628796
友好,2.538462,1.207668
愿望,2.230769,1.142198
月历,4.192308,1.233507
韵味,1.92,1.15181
再版,3.047619,1.20317
闸门,4.538462,0.646886
沾染,2.653846,0.93562
证书,4.653846,0.689481
政府,4.346154,0.93562
指数,3.28,1.30767
指头,4.48,0.87178
指引,2.44,1.121011
中餐,4.461538,0.646886
主权,3.115385,1.505375
著名,2.6,1.414214
抓住,3.653846,1.16421
作弊,4.0,0.8
爆炸,3.692308,1.049542
卑鄙,2.076923,1.016782
悲观,2.269231,1.185165
本分,2.291667,0.999094
表演,3.48,0.822598
摒弃,2.44,1.193035
才气,2.16,1.027943
财务,3.583333,1.100066
菜园,4.576923,0.503831
参差,2.304348,0.97397
窗户,4.653846,0.845804
窗台,4.846154,0.464095
床位,4.461538,0.646886
催化,2.24,1.011599
错过,2.346154,1.093336
大奖,3.692308,0.837579
稻田,4.653846,0.561591
地点,3.923077,1.016782
东洋,3.0,1.040833
动作,3.5,1.334166
陡峭,3.192308,1.265519
独力,2.36,1.075484
对象,3.56,1.003328
额头,4.653846,0.485165
发火,3.192308,1.265519
发酵,2.653846,1.16421
反贪,2.88,1.16619
方阵,3.307692,1.158248
芳龄,3.384615,1.202561
肥沃,2.846154,1.286618
风帆,3.730769,1.150919
俯冲,3.115385,1.032547
富翁,3.884615,1.032547
富裕,2.68,1.180395
腹泻,4.153846,1.007663
高尚,2.0,1.058301
高危,2.32,1.144552
共处,2.833333,1.167184
关联,2.4,1.080123
归天,2.833333,1.493949
国庆,4.153846,0.833897
和服,4.307692,0.884047
和解,2.653846,1.16421
滑行,3.68,0.945163
蝗虫,4.807692,0.401918
昏迷,3.346154,1.129329
活泼,2.6,1.190238
获胜,3.346154,1.294366
激进,2.230769,1.210213
疾苦,2.461538,1.207668
技巧,2.833333,1.274044
家长,4.461538,0.508391
兼任,2.923077,1.293772
金钱,4.538462,0.646886
经商,3.307692,1.225373
救灾,3.615385,0.982931
坎坷,2.0,1.16619
骷髅,4.538462,0.508391
来历,2.884615,1.107318
历代,2.576923,1.101747
连绵,2.384615,1.168826
列表,3.56,0.960902
麻痹,2.576923,1.238485
马脚,3.043478,1.364427
漫步,3.615385,0.852147
毛病,2.8,1.414214
美国,4.807692,0.401918
面包,4.884615,0.325813
明智,1.961538,0.915675
耐性,2.307692,0.928191
凝重,2.12,1.092398
偶然,2.4,1.080123
排行,3.28,1.339154
牌匾,4.576923,0.702742
攀升,2.84,1.213809
盘问,3.461538,1.066987
陪伴,2.961538,0.99923
棚屋,4.076923,1.055389
迫切,2.269231,1.150919
铺张,2.24,0.830662
其余,2.521739,1.274561
情节,2.692308,1.225373
囚禁,3.653846,1.129329
取暖,3.807692,0.895287
取巧,2.269231,1.079173
诠释,2.115385,1.107318
任性,2.36,1.254326
容貌,3.538462,1.139501
融化,2.730769,1.185165
上位,2.24,1.011599
身处,2.56,1.157584
身体,4.538462,0.760567
身影,3.72,1.137248
生母,4.884615,0.325813
声带,4.192308,0.849434
省城,4.423077,0.643309
首席,3.5,1.208305
受益,2.461538,1.207668
输赢,3.307692,1.086986
熟习,2.36,1.036018
爽约,2.846154,1.37673
睡袋,4.7692309999999996,0.58704
抬头,4.2,0.957427
特等,2.958333,1.232853
头盔,4.923077,0.271746
唾液,4.4,0.816497
忘记,2.5,1.174734
文本,3.653846,1.198075
香浓,2.307692,1.257592
协议,3.6,1.040833
信差,3.538462,1.240347
野餐,4.461538,0.581774
臆测,1.96,1.171893
印鉴,3.192308,1.296741
罂粟,4.615385,0.697247
迎击,2.846154,1.120439
远行,2.807692,1.200641
燥热,3.0,1.264911
章鱼,4.7692309999999996,0.58704
镇压,2.384615,1.134087
主仆,4.0,0.69282
壮举,2.076923,0.97665
座标,3.576923,1.36156
爱犬,4.034483,0.905647
白眼,3.172414,1.28366
办学,3.62069,1.146853
宝物,2.827586,1.338148
比重,2.62963,1.181529
闭关,2.678571,1.21879
不忍,2.689655,1.227758
掺杂,2.75,0.887151
抽奖,3.965517,1.051623
出击,3.551724,1.120784
出门,4.275862,1.031523
处方,3.655172,1.110851
此时,3.344828,1.142549
措施,2.793103,1.264327
打败,3.586207,1.086187
打扰,3.37931,0.902924
蛋白,3.551724,1.378047
倒影,3.678571,1.156418
得手,2.724138,1.192133
灯饰,4.37931,0.676852
典礼,3.827586,1.00246
垫底,3.206897,1.048104
定义,2.571429,1.399168
动物,4.172414,0.966177
端详,2.517241,0.98636
耳目,3.074074,1.14105
发达,2.241379,1.12298
妨碍,2.724138,0.959782
放松,3.034483,1.238742
粉笔,4.62069,0.862463
粉红,3.896552,0.976321
辐射,3.0,1.224745
钢铁,4.275862,1.13063
个案,3.0,1.224745
宫女,4.344828,0.768852
挂心,2.12,0.971253
呵欠,3.965517,1.017095
黑心,2.689655,1.038662
互动,2.793103,0.901559
缓步,3.344828,1.110851
晃动,3.931034,0.798706
货柜,4.62069,0.862463
家书,4.137931,0.915117
健全,2.896552,1.144703
叫号,3.384615,1.022817
结局,3.068966,1.099709
聚会,4.068966,0.798706
军令,4.0,0.92582
可口,2.62069,1.177582
控制,2.551724,1.120784
窟窿,3.655172,1.110851
昆虫,4.37931,0.727706
老爷,3.482759,1.29892
利落,2.758621,0.950758
良善,2.5,1.347151
领悟,2.103448,1.144703
麦穗,4.827586,0.384426
冒火,2.758621,0.872401
命运,1.4827589999999997,0.687682
模拟,2.172414,0.848064
纳税,4.206897,0.818505
牛肉,4.862069,0.350931
贫穷,2.896552,0.900192
潜藏,2.344828,0.936401
倾斜,3.310345,1.003688
情报,2.896552,1.046928
去年,4.206897,0.940338
认为,2.413793,1.239736
日照,3.793103,1.048104
肉搏,3.448276,1.1828
如今,2.827586,1.25553
搔痒,3.758621,1.023131
善事,3.034483,1.085053
烧烤,4.103448,0.816999
深刻,2.068966,0.842235
市井,2.482759,0.870988
手紧,2.583333,1.059806
售价,4.0,0.886405
摔跤,4.172414,0.88918
爽快,2.793103,1.013456
说话,3.965517,1.085053
天幕,2.44,1.157584
添加,2.793103,0.901559
挑拨,2.862069,1.059789
条约,3.689655,1.072495
通畅,3.241379,1.057462
通俗,2.551724,0.909718
痛哭,4.103448,0.976321
兔唇,4.206897,1.145778
拖拉,2.25,0.799305
危楼,3.896552,1.01224
物价,3.37931,0.97884
戏院,4.344828,0.856732
相容,2.259259,0.984206
香炉,4.689655,0.54139
泄气,2.551724,1.020721
新鲜,2.965517,0.981353
凶宅,3.275862,1.436677
胸口,4.275862,0.959782
朽木,3.535714,1.2013
虚伪,1.8965519999999998,0.976321
叙述,2.862069,1.025536
雪山,4.482759,0.687682
腰果,4.62069,0.727706
易碎,3.0,1.133893
意向,2.137931,1.059789
淫乱,2.571429,1.259882
樱桃,4.62069,0.621852
应付,2.551724,0.909718
远足,3.137931,1.156477
帐幕,3.678571,1.188013
沼泽,4.206897,0.861034
症结,2.758621,1.243703
执勤,3.896552,1.144703
指责,3.172414,1.071346
置身,2.5,1.071517
中邪,1.9310340000000004,0.997534
重病,3.448276,1.1828
赚钱,3.551724,1.212618
追求,2.551724,1.020721
综观,2.130435,0.919701
棕色,4.344828,0.856732
总结,3.448276,1.020721
走神,2.482759,0.870988
安逸,2.310345,1.003688
办案,3.689655,1.038662
部分,2.586207,1.052794
参展,3.586207,1.086187
诧异,2.178571,1.188013
娼妓,3.785714,1.031258
车主,4.448276,0.572351
成人,4.344828,0.936401
出错,3.034483,1.085053
出口,4.103448,0.976321
传承,2.5,1.170628
此行,2.482759,1.213634
代笔,3.689655,0.967451
的士,4.482759,0.574499
电路,3.965517,1.051623
电筒,4.517241,0.91107
都市,3.586207,1.018305
堆肥,3.08,1.22202
敦促,2.714286,1.150109
发电,3.586207,0.982607
风车,4.448276,0.985111
副本,3.214286,1.066567
感觉,1.6551720000000003,1.044573
高级,2.137931,0.953345
歌迷,4.068966,0.593479
购买,3.931034,0.923156
乖僻,2.259259,1.095185
海马,4.310345,1.105294
合格,3.068966,1.193166
弘扬,2.172414,1.28366
后门,3.344828,1.009804
华侨,4.137931,0.7894
坏处,2.689655,1.038662
回应,3.0,1.101946
火把,4.413793,0.866736
机灵,2.448276,1.088453
疾病,3.551724,1.1828
疾风,3.0,1.253566
建造,3.275862,1.161789
津贴,3.714286,1.083791
劲敌,3.034483,1.179672
镜头,4.103448,0.816999
俊男,3.758621,1.272095
刊出,3.086957,1.124643
康复,3.310345,0.967451
可敬,2.344828,1.232763
力量,2.758621,1.272095
联合,2.965517,1.117483
联想,2.137931,1.186957
满意,2.724138,1.221725
谩骂,3.392857,1.342725
眉毛,4.655172,0.483725
漠视,2.206897,1.013456
谋杀,3.482759,1.352793
牡丹,4.517241,1.056297
耐用,2.827586,1.197288
南瓜,4.827586,0.601722
奴隶,3.965517,0.865314
旁观,2.517241,0.828971
佩剑,4.068966,0.883622
品茶,3.793103,1.013456
品酒,3.827586,1.037475
乞求,2.689655,1.003688
启蒙,2.137931,1.092969
契机,1.7586209999999998,1.214648
